61	5
587	233	220
13	52	0	34	1	21	1	3	3712800	7052	13718	19994	0
7	51	1	31	1	31	1	1	4901100	22711	9994	16382	0
4	96	0	60	1	31	1	2	17856000	13517	12956	29142	0
3	92	0	85	0	34	1	1	26588000	12210	23542	6361	0
6	63	1	57	1	36	1	3	12927600	12650	4105	12370	0
12	88	0	57	1	38	1	1	19060800	30542	30910	22828	0
8	100	0	75	1	44	1	1	33000000	6585	18268	22006	0
11	81	1	72	1	45	1	2	26244000	10516	26012	9725	0
9	78	1	66	1	53	1	6	27284400	30317	10167	9052	0
2	107	1	70	1	55	1	2	41195000	14020	17372	24597	0
0	96	1	95	1	68	1	4	62016000	9537	15355	20975	0
13	52	0	34	1	21	1	2	3712800	7052	13718	19994	1
10	33	1	32	1	29	1	2	3062400	13222	19776	12516	1
7	51	1	31	1	31	1	1	4901100	22711	9994	16382	1
4	96	0	60	1	31	1	2	17856000	13517	12956	29142	1
14	112	0	69	0	31	1	1	23956800	18667	23631	30780	1
3	92	0	85	0	34	1	1	26588000	12210	23542	6361	1
1	69	1	61	1	35	1	1	14731500	799	4695	3469	1
6	63	1	57	1	36	1	1	12927600	12650	4105	12370	1
5	66	1	38	1	38	1	4	9530400	14174	4768	9503	1
12	88	0	57	1	38	1	5	19060800	30542	30910	22828	1
8	100	0	75	1	44	1	7	33000000	6585	18268	22006	1
11	81	1	72	1	45	1	3	26244000	10516	26012	9725	1
9	78	1	66	1	53	1	2	27284400	30317	10167	9052	1
2	107	1	70	1	55	1	1	41195000	14020	17372	24597	1
0	96	1	95	1	68	1	1	62016000	9537	15355	20975	1
7	51	1	31	1	31	1	3	4901100	22711	9994	16382	2
14	112	0	69	0	31	1	3	23956800	18667	23631	30780	2
3	92	0	85	0	34	1	2	26588000	12210	23542	6361	2
5	66	1	38	1	38	1	2	9530400	14174	4768	9503	2
12	88	0	57	1	38	1	1	19060800	30542	30910	22828	2
8	100	0	75	1	44	1	3	33000000	6585	18268	22006	2
11	81	1	72	1	45	1	3	26244000	10516	26012	9725	2
9	78	1	66	1	53	1	1	27284400	30317	10167	9052	2
2	107	1	70	1	55	1	2	41195000	14020	17372	24597	2
0	96	1	95	1	68	1	1	62016000	9537	15355	20975	2
13	52	0	34	1	21	1	4	3712800	7052	13718	19994	3
10	33	1	32	1	29	1	4	3062400	13222	19776	12516	3
7	51	1	31	1	31	1	2	4901100	22711	9994	16382	3
4	96	0	60	1	31	1	2	17856000	13517	12956	29142	3
14	112	0	69	0	31	1	2	23956800	18667	23631	30780	3
1	69	1	61	1	35	1	1	14731500	799	4695	3469	3
6	63	1	57	1	36	1	1	12927600	12650	4105	12370	3
5	66	1	38	1	38	1	2	9530400	14174	4768	9503	3
12	88	0	57	1	38	1	2	19060800	30542	30910	22828	3
8	100	0	75	1	44	1	2	33000000	6585	18268	22006	3
11	81	1	72	1	45	1	2	26244000	10516	26012	9725	3
9	78	1	66	1	53	1	2	27284400	30317	10167	9052	3
0	96	1	95	1	68	1	3	62016000	9537	15355	20975	3
13	52	0	34	1	21	1	3	3712800	7052	13718	19994	4
10	33	1	32	1	29	1	2	3062400	13222	19776	12516	4
4	96	0	60	1	31	1	1	17856000	13517	12956	29142	4
14	112	0	69	0	31	1	3	23956800	18667	23631	30780	4
3	92	0	85	0	34	1	1	26588000	12210	23542	6361	4
1	69	1	61	1	35	1	1	14731500	799	4695	3469	4
6	63	1	57	1	36	1	3	12927600	12650	4105	12370	4
5	66	1	38	1	38	1	1	9530400	14174	4768	9503	4
8	100	0	75	1	44	1	2	33000000	6585	18268	22006	4
11	81	1	72	1	45	1	1	26244000	10516	26012	9725	4
2	107	1	70	1	55	1	2	41195000	14020	17372	24597	4
0	96	1	95	1	68	1	1	62016000	9537	15355	20975	4
